id_venta,fecha,cliente,ciudad,producto,categoria,cantidad,precio_unitario,total_venta,metodo_pago
12225,2024-07-10,Juliana Amat Torrecilla,Ceuta,Disco SSD,Accesorios,5,1327.42,6637.1,PayPal
12226,2024-09-15,Erasmo Garmendia Quintana,Burgos,Auriculares,Tecnología,8,1047.58,8380.64,Transferencia
12227,2023-10-17,Julie Castro Figuerola,Granada,Teclado,Tecnología,7,2080.45,14563.15,Efectivo
12228,2023-03-22,Sandalio Samuel Céspedes Medina,Ourense,Impresora,Accesorios,4,1066.8,4267.2,Tarjeta
12229,2024-10-17,Celestino Ochoa,Teruel,Tablet,Oficina,3,2350.52,7051.56,Efectivo
12230,2025-03-07,Vinicio Blanes-Alcázar,Ceuta,Teclado,Accesorios,3,1020.35,3061.05,Tarjeta
12231,2024-08-11,Ricarda Comas Calleja,Girona,Tablet,Periféricos,2,2178.06,4356.12,PayPal
12232,2024-02-03,Aránzazu Campo Casal,Cádiz,Disco SSD,Tecnología,8,35.04,280.32,PayPal
12233,2024-06-04,Sigfrido Molins-Crespi,Toledo,Auriculares,Periféricos,2,96.42,192.84,Efectivo
12234,2024-09-30,Damián Corominas Quirós,Cantabria,Webcam,Accesorios,3,2445.27,7335.81,Transferencia
12235,2024-08-01,Ramón Crespo Tamarit,Guadalajara,Webcam,Oficina,4,288.91,1155.64,PayPal
12236,2024-06-11,Claudia Martinez Blanch,Segovia,Mouse,Periféricos,8,2418.51,19348.08,Efectivo
12237,2023-02-16,Encarnita Río Murcia,Valencia,Disco SSD,Tecnología,7,1062.34,7436.38,PayPal
12238,2023-06-27,Leandra Perez Calvo,Girona,Monitor,Accesorios,6,2131.51,12789.06,Tarjeta
12239,2024-05-25,Adolfo Manzano Puente,Teruel,Tablet,Tecnología,6,1635.46,9812.76,Efectivo
12240,2024-09-01,Fabiana Amo,La Coruña,Mouse,Tecnología,1,1262.32,1262.32,Transferencia
12241,2025-02-27,Amancio Gutierrez-Comas,Girona,Memoria RAM,Oficina,10,936.76,9367.6,Transferencia
12242,2023-12-27,Vicente de Sancho,Cáceres,Laptop,Accesorios,4,2049.21,8196.84,PayPal
12243,2023-04-03,Juan Bautista Perez Coloma,Huesca,Tablet,Tecnología,5,532.74,2663.7,Transferencia
12244,2024-11-02,Cristian Campillo Arcos,Alicante,Mouse,Tecnología,6,2040.9,12245.4,Efectivo
12245,2023-05-16,Áurea Blázquez Lasa,Alicante,Laptop,Periféricos,4,1470.33,5881.32,Transferencia
12246,2025-02-17,Teófilo de Cano,Albacete,Auriculares,Tecnología,7,2463.54,17244.78,PayPal
12247,2024-12-26,Encarnacion Cuéllar-Vallejo,Ourense,Monitor,Periféricos,1,2118.95,2118.95,Tarjeta
12248,2023-12-23,Rufina Bernat Cañizares,Jaén,Tablet,Periféricos,3,2410.56,7231.68,Efectivo
12249,2024-01-11,Ciro Yuste Bosch,Valencia,Auriculares,Periféricos,5,1726.7,8633.5,Transferencia
12250,2025-02-11,Modesta Casares-Vives,La Coruña,Mouse,Periféricos,7,2377.06,16639.42,Tarjeta
12251,2023-05-29,Constanza Iriarte Torrents,Madrid,Laptop,Oficina,9,95.72,861.48,Transferencia
12252,2024-11-23,Cayetano Cifuentes Cuervo,Girona,Memoria RAM,Accesorios,9,1993.48,17941.32,Tarjeta
12253,2023-01-14,Carmelita Pereira,Sevilla,Memoria RAM,Accesorios,8,1361.74,10893.92,Transferencia
12254,2023-02-16,Noé Fidel Tomé Gimeno,Cádiz,Laptop,Tecnología,9,1202.5,10822.5,Efectivo
12255,2024-05-01,Carla Aznar,Soria,Auriculares,Oficina,5,1169.93,5849.65,Transferencia
12256,2024-06-27,Eufemia Molins Bartolomé,Guipúzcoa,Impresora,Tecnología,7,1768.05,12376.35,PayPal
12257,2025-04-03,Nicolasa Delfina Parra Morell,Guipúzcoa,Teclado,Periféricos,1,2015.38,2015.38,Tarjeta
12258,2024-03-13,Guiomar de Saavedra,Guipúzcoa,Teclado,Periféricos,4,357.94,1431.76,Transferencia
12259,2025-01-26,Lilia Arribas Pintor,Palencia,Impresora,Accesorios,8,735.71,5885.68,Efectivo
12260,2024-11-11,Dionisia Arias Gonzalo,Guadalajara,Auriculares,Accesorios,1,2253.64,2253.64,Tarjeta
12261,2024-08-31,Ildefonso Navas-Comas,Palencia,Disco SSD,Accesorios,9,2000.01,18000.09,Tarjeta
12262,2023-08-02,Roberta Quintero,Huesca,Tablet,Tecnología,10,741.42,7414.2,Tarjeta
12263,2023-04-08,Isabela Quesada Atienza,Jaén,Mouse,Periféricos,2,2338.53,4677.06,Tarjeta
12264,2023-06-02,Alonso Cuervo Palomo,La Rioja,Tablet,Accesorios,9,739.69,6657.21,PayPal
12265,2024-01-04,Laura Blazquez Giménez,Barcelona,Tablet,Accesorios,6,454.29,2725.74,Tarjeta
12266,2024-03-02,Quique Sans Álamo,Sevilla,Mouse,Tecnología,7,2071.23,14498.61,Tarjeta
12267,2024-02-11,Guadalupe Sarmiento-Puente,Murcia,Laptop,Oficina,10,459.3,4593.0,Transferencia
12268,2025-01-21,Hipólito Pont Chacón,La Coruña,Teclado,Oficina,8,457.88,3663.04,Efectivo
12269,2024-12-18,Lorena Fuertes Luz,Navarra,Mouse,Tecnología,10,2340.19,23401.9,Efectivo
12270,2024-09-28,Fabián Carreño-Pujadas,Cantabria,Tablet,Periféricos,9,345.66,3110.94,Tarjeta
12271,2023-03-08,Ciríaco Santiago-Raya,Valladolid,Laptop,Oficina,10,2152.67,21526.7,Transferencia
12272,2024-06-09,Abigaíl Tania Barbero Grau,Zaragoza,Disco SSD,Tecnología,8,646.38,5171.04,Efectivo
12273,2023-05-15,Jesusa Zoraida Fuster Granados,Las Palmas,Memoria RAM,Accesorios,8,808.39,6467.12,Efectivo
12274,2024-06-17,Toribio Comas,Tarragona,Laptop,Accesorios,1,162.71,162.71,Tarjeta
12275,2024-04-16,Efraín Bonet Ferrera,Álava,Monitor,Tecnología,10,2405.65,24056.5,Efectivo
12276,2024-05-14,Fabián Español Molins,Almería,Memoria RAM,Tecnología,9,1673.79,15064.11,PayPal
12277,2024-11-07,Delia de Durán,Guipúzcoa,Laptop,Oficina,4,173.11,692.44,Transferencia
12278,2024-11-08,Mariano Noguera,Melilla,Webcam,Tecnología,3,2188.38,6565.14,Tarjeta
12279,2023-11-18,Roque Folch López,Girona,Webcam,Oficina,7,2036.84,14257.88,Tarjeta
12280,2023-05-04,Loida de Canales,Alicante,Impresora,Oficina,6,46.25,277.5,PayPal
12281,2023-12-26,Enrique Pagès Leal,Soria,Teclado,Accesorios,7,2022.26,14155.82,PayPal
12282,2024-09-28,Jose Miguel Sebastián Baena,Salamanca,Auriculares,Accesorios,4,568.44,2273.76,Transferencia
12283,2024-08-07,Gala Tomás Castañeda,Lleida,Webcam,Tecnología,9,785.06,7065.54,Transferencia
12284,2024-11-03,Custodio Lago Echeverría,Toledo,Mouse,Periféricos,5,1264.39,6321.95,Transferencia
12285,2024-04-15,Julieta Mendez Palau,Sevilla,Webcam,Periféricos,8,1729.78,13838.24,PayPal
12286,2023-09-10,Albano de Estévez,Huesca,Memoria RAM,Tecnología,4,402.73,1610.92,Tarjeta
12287,2025-02-20,Dolores Huerta Cañellas,Castellón,Disco SSD,Tecnología,3,2356.1,7068.3,Transferencia
12288,2023-06-18,Omar del Marquez,Vizcaya,Laptop,Periféricos,5,1836.63,9183.15,Tarjeta
12289,2025-01-15,Esperanza Tomás Hoyos,Huelva,Monitor,Tecnología,4,278.74,1114.96,Tarjeta
12290,2024-03-26,Trinidad Sabas Díez Múgica,Ciudad,Tablet,Oficina,4,948.58,3794.32,Tarjeta
12291,2024-05-02,Palmira Luz Gordillo,Granada,Mouse,Tecnología,7,2010.03,14070.21,Efectivo
12292,2024-05-25,Joaquín Anastasio Montero Querol,Zaragoza,Auriculares,Tecnología,1,1803.2,1803.2,Transferencia
12293,2025-01-29,Jose Miguel Frutos Bou,Girona,Mouse,Tecnología,3,283.34,850.02,PayPal
12294,2023-03-22,Natalio Pol-Pomares,Navarra,Monitor,Oficina,7,349.95,2449.65,Efectivo
12295,2024-11-13,Belen Alvarado Viña,Palencia,Tablet,Periféricos,8,2438.02,19504.16,Transferencia
12296,2024-05-24,Clotilde Olimpia Barragán González,Pontevedra,Memoria RAM,Periféricos,2,111.27,222.54,Tarjeta
12297,2023-11-04,Ignacio Cañellas Baena,Cádiz,Impresora,Tecnología,2,2492.28,4984.56,Efectivo
12298,2025-03-27,Cristian Ribera-Arcos,Toledo,Laptop,Oficina,6,404.78,2428.68,Tarjeta
12299,2023-11-19,Reyes Valle Tejero,Castellón,Memoria RAM,Accesorios,2,1689.19,3378.38,PayPal
12300,2023-08-23,Armando Grande Molins,Cádiz,Tablet,Accesorios,4,976.56,3906.24,Efectivo
12301,2023-06-10,Balduino Amo Rosselló,Guadalajara,Teclado,Tecnología,5,805.91,4029.55,PayPal
12302,2024-06-11,Primitiva Valbuena Hurtado,Cáceres,Teclado,Oficina,6,1237.96,7427.76,Tarjeta
12303,2025-03-18,Ildefonso Batalla Frutos,Badajoz,Memoria RAM,Periféricos,8,1006.93,8055.44,PayPal
12304,2023-02-15,Ámbar Pastor Mendez,Lleida,Teclado,Tecnología,4,1621.04,6484.16,Transferencia
12305,2024-05-06,Manola de Bou,Málaga,Auriculares,Accesorios,2,1154.28,2308.56,PayPal
12306,2025-01-20,Victor Manuel Lerma Malo,Segovia,Monitor,Accesorios,8,1537.8,12302.4,Efectivo
12307,2024-12-20,Elisabet Izquierdo Barros,Barcelona,Tablet,Accesorios,2,315.11,630.22,Efectivo
12308,2024-01-09,Felisa Dueñas Arévalo,Albacete,Laptop,Periféricos,9,814.74,7332.66,Efectivo
12309,2023-10-24,Jaime Sainz Riba,Jaén,Monitor,Oficina,9,488.85,4399.65,PayPal
12310,2024-01-18,Félix Recio Noriega,Valladolid,Monitor,Oficina,9,1828.44,16455.96,Transferencia
12311,2023-07-18,Paco Gaya Badía,Asturias,Auriculares,Oficina,3,525.41,1576.23,Tarjeta
12312,2023-08-05,Curro Rivas Escolano,Almería,Teclado,Tecnología,2,230.98,461.96,Transferencia
12313,2024-11-18,Delia Serafina Sáez Jiménez,Castellón,Teclado,Accesorios,10,2180.33,21803.3,Tarjeta
12314,2025-01-22,Cecilio Ramirez Llobet,Vizcaya,Laptop,Periféricos,1,1459.9,1459.9,Tarjeta
12315,2023-11-17,Flora Fabregat-Ferrando,Santa Cruz de Tenerife,Monitor,Tecnología,3,973.84,2921.52,Efectivo
12316,2024-07-04,Ceferino Pombo Gabaldón,Ávila,Impresora,Tecnología,2,1149.72,2299.44,Efectivo
12317,2024-04-26,Rosendo Castelló Lerma,Toledo,Memoria RAM,Oficina,5,2490.94,12454.7,Transferencia
12318,2024-02-10,Gaspar Ramirez-Agullo,Almería,Tablet,Oficina,6,1548.84,9293.04,Efectivo
12319,2024-07-03,Edelmiro del Herranz,Teruel,Monitor,Oficina,9,176.96,1592.64,Transferencia
12320,2023-12-04,Eligio Ochoa Cueto,León,Mouse,Oficina,7,280.29,1962.03,PayPal
12321,2023-09-01,Quirino Catalá Cordero,Madrid,Impresora,Accesorios,9,1387.87,12490.83,Tarjeta
12322,2024-02-07,Leocadio Peñalver Mármol,Huesca,Webcam,Tecnología,8,1173.27,9386.16,PayPal
12323,2023-12-24,Paulino Eutropio Ariza Egea,Madrid,Disco SSD,Tecnología,6,1811.81,10870.86,Efectivo
12324,2023-06-29,Abraham Murcia Herrera,Huesca,Laptop,Oficina,5,1150.26,5751.3,PayPal
12325,2025-04-05,Espiridión Manzano-Huguet,Badajoz,Tablet,Oficina,4,563.76,2255.04,Tarjeta
12326,2023-10-17,Isa Cerdán Clemente,Almería,Tablet,Periféricos,8,595.98,4767.84,Efectivo
12327,2023-08-12,Porfirio Torrents Cortina,Ourense,Tablet,Accesorios,5,1405.14,7025.7,Efectivo
12328,2023-03-15,Eulalia Amorós Gabaldón,Córdoba,Memoria RAM,Oficina,5,1160.54,5802.7,Efectivo
12329,2024-12-08,Aureliano Sanmartín Asensio,Vizcaya,Impresora,Periféricos,5,132.47,662.35,Transferencia
12330,2024-12-22,Apolonia Cañizares Alfaro,La Rioja,Monitor,Accesorios,2,2059.75,4119.5,PayPal
12331,2023-06-22,Alba Viña Saavedra,León,Tablet,Oficina,2,934.17,1868.34,Tarjeta
12332,2025-02-02,Valerio Ricart Moreno,Almería,Impresora,Tecnología,2,864.86,1729.72,PayPal
12333,2025-02-10,Lucio Asensio Álvaro,Sevilla,Auriculares,Accesorios,7,816.56,5715.92,Tarjeta
12334,2023-07-19,Alejo Echevarría-Somoza,Vizcaya,Mouse,Accesorios,5,1626.75,8133.75,Transferencia
12335,2024-09-19,Rosenda Arnau Alvarado,Vizcaya,Disco SSD,Oficina,8,945.87,7566.96,PayPal
12336,2024-05-23,Rosalía Lozano Morcillo,Melilla,Mouse,Tecnología,3,2342.99,7028.97,Efectivo
12337,2023-09-07,Febe Cuéllar Barco,Castellón,Disco SSD,Tecnología,9,2364.24,21278.16,Transferencia
12338,2025-03-31,Ligia Arteaga Bosch,Ourense,Monitor,Periféricos,5,758.72,3793.6,PayPal
12339,2024-12-07,Flavia Fortunata Verdú Amo,Guadalajara,Memoria RAM,Oficina,5,542.54,2712.7,Efectivo
12340,2023-07-03,Manola Sacristán Iriarte,Girona,Impresora,Periféricos,9,1239.72,11157.48,Tarjeta
12341,2024-04-14,Silvio Olmedo Elorza,Córdoba,Webcam,Oficina,6,2387.78,14326.68,Transferencia
12342,2024-07-03,Marcelino Alberto-Suarez,Almería,Disco SSD,Accesorios,2,2081.27,4162.54,Tarjeta
12343,2024-11-20,Raimundo Baena Galiano,Santa Cruz de Tenerife,Tablet,Oficina,3,2013.78,6041.34,Tarjeta
12344,2024-10-11,Victoriano Cases Fonseca,Burgos,Mouse,Periféricos,7,1429.34,10005.38,PayPal
12345,2023-09-20,Tomás Moya Reguera,Alicante,Memoria RAM,Tecnología,1,503.48,503.48,PayPal
12346,2023-10-16,Aitana Sureda Belmonte,Lugo,Tablet,Periféricos,5,239.4,1197.0,Efectivo
12347,2023-04-23,Aurelia Francisco Gómez,Sevilla,Memoria RAM,Accesorios,9,1870.29,16832.61,Efectivo
12348,2024-04-06,Óscar Jacinto Vives Duque,León,Mouse,Periféricos,3,65.48,196.44,PayPal
12349,2024-07-08,Erasmo de Franco,Toledo,Tablet,Periféricos,2,1142.77,2285.54,Efectivo
12350,2023-10-06,Demetrio Gracia,Ourense,Memoria RAM,Oficina,2,1681.15,3362.3,Tarjeta
12351,2025-02-25,Lara Mercedes Mendez Santamaria,Cuenca,Tablet,Oficina,6,48.01,288.06,Efectivo
12352,2024-05-15,Socorro Armengol Cabrera,Huelva,Disco SSD,Oficina,2,2149.3,4298.6,Tarjeta
12353,2024-06-10,Rogelio Hilario Andres Benavent,Palencia,Impresora,Periféricos,9,1144.99,10304.91,PayPal
12354,2024-01-15,Adoración Madrigal Báez,Ávila,Tablet,Accesorios,5,2391.18,11955.9,Transferencia
12355,2023-06-04,Martín Rincón Cabezas,Teruel,Memoria RAM,Tecnología,3,1368.36,4105.08,Tarjeta
12356,2024-04-07,Noelia Soriano Otero,Palencia,Laptop,Oficina,10,704.01,7040.1,Tarjeta
12357,2024-07-21,Pili Benavent,Vizcaya,Tablet,Tecnología,6,779.03,4674.18,Tarjeta
12358,2024-06-04,Lidia Serna Baños,Teruel,Tablet,Accesorios,4,518.21,2072.84,Transferencia
12359,2024-06-26,Elías Perera Company,Lugo,Mouse,Periféricos,6,894.65,5367.9,Tarjeta
12360,2024-01-06,Fulgencio Vaquero Gisbert,Asturias,Laptop,Oficina,6,228.5,1371.0,PayPal
12361,2024-08-11,Lorenzo Ríos Castell,Santa Cruz de Tenerife,Memoria RAM,Oficina,10,1178.79,11787.9,Tarjeta
12362,2024-04-04,Patricio Saavedra Sanchez,Soria,Laptop,Periféricos,3,869.91,2609.73,PayPal
12363,2024-04-20,María Pilar Adriana Atienza Vila,Albacete,Mouse,Oficina,2,234.36,468.72,PayPal
12364,2024-09-12,Florina Arjona,Jaén,Webcam,Accesorios,8,559.92,4479.36,Transferencia
12365,2023-09-15,Loreto Arnaiz Tolosa,Albacete,Auriculares,Accesorios,2,81.51,163.02,Tarjeta
12366,2023-11-09,Dionisio Tomé-Ríos,La Rioja,Auriculares,Tecnología,2,133.99,267.98,Efectivo
12367,2023-01-20,Timoteo Espada-Mendizábal,Ávila,Disco SSD,Accesorios,6,323.6,1941.6,Transferencia
12368,2025-03-03,Belén Coronado Ramis,Ourense,Memoria RAM,Tecnología,4,1814.31,7257.24,Efectivo
12369,2024-12-13,Amparo Sacristán Vilar,Lleida,Mouse,Accesorios,1,2275.16,2275.16,Tarjeta
12370,2023-10-16,Dan de Pol,Palencia,Teclado,Accesorios,8,2270.28,18162.24,Tarjeta
12371,2023-06-02,Martin de Robledo,Toledo,Laptop,Oficina,8,772.83,6182.64,PayPal
12372,2023-09-27,Margarita Carbajo Miguel,Sevilla,Monitor,Tecnología,4,2276.36,9105.44,PayPal
12373,2025-01-03,María del Acosta,Alicante,Impresora,Tecnología,5,2182.28,10911.4,Efectivo
12374,2023-09-23,Salomón Espejo Herrero,Granada,Laptop,Periféricos,9,1574.22,14167.98,Tarjeta
12375,2023-07-01,Hilario Lluch Torrijos,Guadalajara,Mouse,Oficina,10,2249.06,22490.6,Tarjeta
12376,2025-04-09,Sandalio Perales Muro,Albacete,Monitor,Periféricos,2,2016.04,4032.08,PayPal
12377,2025-03-28,Jacobo Quero Alcázar,Almería,Mouse,Accesorios,7,698.7,4890.9,PayPal
12378,2024-01-28,Esperanza Amo Leal,Álava,Webcam,Tecnología,7,893.85,6256.95,Tarjeta
12379,2024-03-31,Irene Quirós Leal,Almería,Disco SSD,Oficina,8,2273.49,18187.92,Tarjeta
12380,2024-12-18,Dalila Olivé Sala,Ciudad,Mouse,Periféricos,10,348.46,3484.6,Tarjeta
12381,2024-10-15,José Antonio Navarrete Pedrero,Jaén,Teclado,Oficina,8,334.04,2672.32,PayPal
12382,2023-12-03,Flavia de Sarmiento,Las Palmas,Auriculares,Accesorios,8,2344.83,18758.64,Efectivo
12383,2023-05-19,Joan del Gómez,Jaén,Auriculares,Accesorios,10,1478.73,14787.3,Tarjeta
12384,2024-03-13,Natalia Octavia Torralba Iglesias,Alicante,Mouse,Periféricos,9,285.92,2573.28,Tarjeta
12385,2023-07-24,Pascual Aparicio Verdejo,Salamanca,Disco SSD,Periféricos,8,1891.9,15135.2,PayPal
12386,2024-07-17,Wilfredo Cifuentes-Chamorro,Guadalajara,Impresora,Tecnología,2,682.67,1365.34,Efectivo
12387,2024-06-21,Diana Vizcaíno,Castellón,Mouse,Tecnología,2,230.92,461.84,PayPal
12388,2023-09-30,Leocadia Uría-Garriga,Badajoz,Auriculares,Tecnología,4,1930.91,7723.64,PayPal
12389,2024-11-14,Adela Avilés Torrent,Pontevedra,Webcam,Accesorios,2,1526.92,3053.84,Efectivo
12390,2023-07-02,Angelino Osorio-Cuervo,Ávila,Auriculares,Periféricos,6,796.41,4778.46,Transferencia
12391,2025-04-12,Ciriaco Azcona Cuadrado,Castellón,Teclado,Periféricos,4,1445.62,5782.48,Tarjeta
12392,2024-01-29,Alonso de Pagès,Navarra,Auriculares,Oficina,2,54.93,109.86,Tarjeta
12393,2024-11-15,Flavio del Hernando,Sevilla,Disco SSD,Tecnología,4,1887.04,7548.16,PayPal
12394,2023-02-06,Anita Marianela Clemente Gras,Valencia,Auriculares,Accesorios,4,2269.91,9079.64,Tarjeta
12395,2024-07-11,Chita Arregui,Tarragona,Mouse,Accesorios,9,1423.23,12809.07,Efectivo
12396,2023-04-23,Natalio Quevedo Herranz,La Coruña,Laptop,Accesorios,6,874.04,5244.24,Efectivo
12397,2024-01-16,Nerea Almansa Bosch,Jaén,Mouse,Accesorios,2,1280.86,2561.72,Tarjeta
12398,2023-02-13,Valero del Saldaña,Cantabria,Webcam,Oficina,10,143.03,1430.3,Efectivo
12399,2024-12-03,Dominga Cloe Galindo Bayo,Ceuta,Disco SSD,Tecnología,1,723.24,723.24,Efectivo
12400,2025-04-23,Cebrián Cabrera Fuente,Badajoz,Tablet,Oficina,3,2278.4,6835.2,PayPal
12401,2024-02-18,Lucía Arellano,La Coruña,Impresora,Accesorios,8,1619.93,12959.44,Efectivo
12402,2024-07-05,Jimena Milla,Lleida,Webcam,Oficina,5,2424.41,12122.05,Efectivo
12403,2024-09-03,José Águila Frías,Girona,Teclado,Tecnología,1,2373.82,2373.82,Tarjeta
12404,2024-01-02,Anacleto Iñiguez Mayo,Lugo,Webcam,Oficina,8,2018.33,16146.64,Transferencia
12405,2023-02-23,Ileana Figueroa Fernández,Cuenca,Disco SSD,Periféricos,10,1676.07,16760.7,Transferencia
12406,2024-10-21,Samuel Andreu Rojas,Navarra,Impresora,Accesorios,2,1017.48,2034.96,Efectivo
12407,2025-01-05,Felipa Arenas Costa,Granada,Memoria RAM,Oficina,6,1562.59,9375.54,Tarjeta
12408,2023-09-02,Yéssica Iglesias Gomez,Ciudad,Disco SSD,Periféricos,4,482.06,1928.24,Transferencia
12409,2024-10-23,Alejo de Samper,Madrid,Memoria RAM,Oficina,3,335.16,1005.48,PayPal
12410,2024-09-08,Vinicio Villegas Plaza,Tarragona,Webcam,Oficina,4,998.39,3993.56,Tarjeta
12411,2025-04-27,Raquel de Riquelme,Toledo,Disco SSD,Oficina,3,1198.08,3594.24,Transferencia
12412,2024-02-08,Francisca Batlle Valle,Melilla,Webcam,Oficina,9,1678.22,15103.98,Tarjeta
12413,2025-01-13,Jordana Oliver Gaya,Vizcaya,Monitor,Tecnología,5,78.55,392.75,Transferencia
12414,2024-09-04,Nacio Medina Mayoral,Guipúzcoa,Disco SSD,Periféricos,2,1326.7,2653.4,Efectivo
12415,2024-04-26,Melisa Quintero Garrido,Alicante,Webcam,Accesorios,1,2329.74,2329.74,PayPal
12416,2023-03-22,Renato Tudela Pedro,Almería,Webcam,Oficina,8,2236.85,17894.8,Transferencia
12417,2024-09-30,Nazaret Serrano Múgica,Guipúzcoa,Laptop,Oficina,9,251.07,2259.63,Transferencia
12418,2023-03-25,Anacleto Barco Rosell,Valladolid,Teclado,Periféricos,3,857.58,2572.74,Tarjeta
12419,2025-04-16,Aránzazu Fernandez Bilbao,Navarra,Webcam,Oficina,1,2166.74,2166.74,Efectivo
12420,2025-03-19,Pascual Ferrera Palmer,Zamora,Tablet,Accesorios,1,473.06,473.06,Efectivo
12421,2024-10-18,Carmelita Batalla Nicolás,Toledo,Memoria RAM,Accesorios,1,889.66,889.66,Transferencia
12422,2023-04-08,Cruz Cándido Bonilla Cantón,Huesca,Tablet,Accesorios,1,1655.81,1655.81,Tarjeta
12423,2025-03-01,Jose Carlos Aguado Anglada,Ourense,Disco SSD,Accesorios,1,2463.43,2463.43,Efectivo
12424,2024-04-08,Beatriz Palma Palacios,Asturias,Teclado,Tecnología,2,533.4,1066.8,Tarjeta
12425,2023-06-08,Eliana Cortés Gómez,Valencia,Impresora,Periféricos,3,2259.56,6778.68,Efectivo
12426,2023-08-06,Olalla del Calvo,Zaragoza,Auriculares,Oficina,7,779.33,5455.31,PayPal
12427,2024-06-09,Benigna Meléndez Peiró,Barcelona,Auriculares,Oficina,7,2415.13,16905.91,Efectivo
12428,2023-08-30,Leonel Iglesia Borrego,Ceuta,Auriculares,Periféricos,2,2466.91,4933.82,PayPal
12429,2023-08-03,Esperanza Manzano Costa,Pontevedra,Mouse,Periféricos,7,1059.39,7415.73,Tarjeta
12430,2023-11-19,Yésica Pagès,Lugo,Mouse,Oficina,5,204.82,1024.1,Efectivo
12431,2024-03-06,Concepción Fabiana Morera Estevez,Soria,Monitor,Tecnología,10,1878.56,18785.6,Efectivo
12432,2024-06-27,Inmaculada Monreal,Albacete,Memoria RAM,Periféricos,4,406.02,1624.08,Efectivo
12433,2023-03-25,Isabela Marti Castellanos,Badajoz,Teclado,Accesorios,8,1912.5,15300.0,Tarjeta
12434,2025-02-08,Josefa Bejarano Asenjo,Ceuta,Monitor,Periféricos,8,766.91,6135.28,Transferencia
12435,2023-01-15,Aristides Luís Manrique,Lugo,Tablet,Periféricos,3,732.47,2197.41,PayPal
12436,2024-06-01,Haydée Peralta Llopis,Cáceres,Laptop,Accesorios,3,189.44,568.32,Transferencia
12437,2023-03-25,Cebrián Guitart Contreras,Albacete,Memoria RAM,Tecnología,1,2066.7,2066.7,Transferencia
12438,2024-12-10,Ruth Orozco Mena,Valencia,Mouse,Tecnología,1,493.59,493.59,Efectivo
12439,2024-03-09,Irene Irma Aroca Patiño,Barcelona,Monitor,Oficina,2,124.14,248.28,Tarjeta
12440,2023-12-11,Tadeo Martí Castrillo,Segovia,Auriculares,Oficina,2,1276.19,2552.38,PayPal
12441,2024-03-22,Rosalía Clavero Giralt,Vizcaya,Disco SSD,Accesorios,5,152.08,760.4,Transferencia
12442,2024-10-25,Silvio Vergara Carranza,Ávila,Mouse,Oficina,7,1189.81,8328.67,PayPal
12443,2023-11-01,Herminia Chico Roldán,Baleares,Memoria RAM,Tecnología,9,2361.23,21251.07,Transferencia
12444,2023-11-30,Carlota Querol Pulido,Zaragoza,Impresora,Tecnología,4,1265.25,5061.0,Transferencia
12445,2023-11-28,Anselma Sol Montero Mate,Ceuta,Tablet,Tecnología,10,277.29,2772.9,PayPal
12446,2024-10-13,Gerónimo Sedano Vélez,Guipúzcoa,Impresora,Tecnología,10,2140.59,21405.9,Efectivo
12447,2024-07-11,Pili Rosales Fiol,Tarragona,Memoria RAM,Accesorios,6,1279.94,7679.64,Efectivo
12448,2024-08-22,Malena de Martinez,Girona,Disco SSD,Accesorios,6,1203.88,7223.28,PayPal
12449,2023-06-20,Áurea Amigó Ruiz,Cáceres,Disco SSD,Oficina,6,462.51,2775.06,Efectivo
12450,2024-07-10,Lucho Botella Céspedes,Castellón,Webcam,Oficina,10,528.63,5286.3,PayPal
12451,2023-04-10,Daniela Guardia Casares,Jaén,Disco SSD,Oficina,4,2434.52,9738.08,PayPal
12452,2023-03-12,Verónica Vallés,Lugo,Memoria RAM,Accesorios,2,2050.38,4100.76,Transferencia
12453,2024-08-26,Eutimio del Arnal,Burgos,Impresora,Oficina,8,643.22,5145.76,Efectivo
12454,2024-10-07,Eutimio Clavero Rodriguez,Albacete,Monitor,Oficina,1,1306.75,1306.75,Efectivo
12455,2025-02-27,Íñigo Castilla Valcárcel,Soria,Memoria RAM,Accesorios,2,1777.23,3554.46,PayPal
12456,2023-04-24,Clementina Peñalver Nevado,Guipúzcoa,Teclado,Periféricos,7,1448.94,10142.58,Tarjeta
12457,2024-05-03,Inocencio José María Garriga Morera,Barcelona,Disco SSD,Periféricos,5,2133.84,10669.2,Tarjeta
12458,2023-11-07,Ileana Alberola Ayuso,Granada,Memoria RAM,Oficina,6,556.8,3340.8,Transferencia
12459,2024-02-07,Ruperta Planas Cámara,Cuenca,Memoria RAM,Tecnología,10,687.62,6876.2,Transferencia
12460,2023-09-22,Matilde de Cordero,La Rioja,Monitor,Tecnología,1,2264.82,2264.82,Efectivo
12461,2024-06-17,Felicia Beatriz Sanmartín Vergara,Palencia,Teclado,Periféricos,6,2421.59,14529.54,PayPal
12462,2024-10-05,Gonzalo Yáñez,Guipúzcoa,Monitor,Oficina,10,585.07,5850.7,Tarjeta
12463,2024-07-22,Rosa María Egea Crespi,Lleida,Mouse,Accesorios,2,908.85,1817.7,Tarjeta
12464,2024-09-12,Leonardo Farré Garrido,Vizcaya,Impresora,Oficina,5,1551.68,7758.4,Tarjeta
12465,2023-06-11,Gil Ruano Noguera,Cuenca,Memoria RAM,Accesorios,9,546.4,4917.6,Transferencia
