id_venta,fecha,id_usuario,usuario,correo,id_producto,producto,cantidad,precio_unitario,total
19784,2026-05-25 16:21:27,77,Jose Lopez,jose.lopez69@gmail.com,137,Short Minimalista Blanco,2,22.69,45.38
19785,2026-05-08 20:25:13,64,Emily Salazar,emily.salazar93@gmail.com,11,Camiseta Retro 90s,3,30.07,90.21
19786,2026-05-13 05:50:13,14,Luis Flores,luis.flores15@gmail.com,178,Tenis Deportivos Negros,3,78.86,236.58
19787,2026-05-07 23:31:57,77,Jose Lopez,jose.lopez69@gmail.com,5,Camiseta Vintage Roja,5,21.85,109.25
19788,2026-05-02 16:23:45,74,Ana Mora,ana.mora16@gmail.com,50,Jean Recto Negro,1,83.5,83.5
19789,2026-05-27 20:56:40,23,Camila Castro,camila.castro71@gmail.com,64,Pantalon Jogger Gris,2,102.68,205.36
19790,2026-05-08 15:39:42,93,Fernanda Benitez,fernanda.benitez10@gmail.com,83,Hoodie Oversize Gris,3,38.71,116.13
19791,2026-05-23 22:44:14,12,Sofia Gomez,sofia.gomez66@gmail.com,43,Jean Baggy Negro,1,73.91,73.91
19792,2026-05-26 23:45:22,6,Andres Flores,andres.flores67@gmail.com,146,Beanie Gris,4,35.02,140.08
19793,2026-05-29 14:41:58,97,Diego Rojas,diego.rojas44@gmail.com,119,Chaqueta Windbreaker Azul,2,88.03,176.06
19794,2026-05-17 05:46:16,60,Diana Torres,diana.torres20@gmail.com,89,Hoodie Streetwear Negro,3,46.93,140.79
19795,2026-05-18 00:44:37,67,Miguel Paspuel,miguel.paspuel30@gmail.com,97,Hoodie Urban Blue,1,57.89,57.89
19796,2026-05-31 05:56:02,28,Fernanda Acosta,fernanda.acosta52@gmail.com,107,Chaqueta Varsity Negra,2,71.59,143.18
19797,2026-05-28 01:23:41,86,Maria Flores,maria.flores52@gmail.com,117,Chaqueta Casual Cafe,3,85.29,255.87
19798,2026-05-09 17:45:26,86,Maria Flores,maria.flores52@gmail.com,187,Sudadera Boxy Fit Beige,4,37.17,148.68
19799,2026-05-19 16:20:38,61,Ana Benitez,ana.benitez19@gmail.com,11,Camiseta Retro 90s,1,30.07,30.07
19800,2026-05-10 02:31:56,72,Mateo Paspuel,mateo.paspuel64@gmail.com,189,Conjunto Urban Morado,5,40.99,204.95
19801,2026-05-06 17:20:23,41,Luis Gomez,luis.gomez94@gmail.com,187,Sudadera Boxy Fit Beige,5,37.17,185.85
19802,2026-05-25 14:44:51,95,Ana Cruz,ana.cruz50@gmail.com,2,Camiseta Basica Blanca,2,17.74,35.48
19803,2026-05-08 09:59:49,52,Camila Mora,camila.mora82@gmail.com,161,Zapatillas Urbanas Blancas,4,55.57,222.28
19804,2026-05-17 07:37:26,27,Luis Mora,luis.mora33@gmail.com,151,Cadena Dorada,5,41.87,209.35
19805,2026-05-06 13:37:53,74,Ana Mora,ana.mora16@gmail.com,177,Tenis Deportivos Blancos,2,77.49,154.98
19806,2026-05-30 02:40:32,87,Emily Paspuel,emily.paspuel93@gmail.com,104,Chaqueta Bomber Verde,5,67.48,337.4
19807,2026-05-06 04:27:46,85,Fernanda Herrera,fernanda.herrera13@gmail.com,59,Jean Urban Denim,4,95.83,383.32
19808,2026-05-04 15:45:24,91,Camila Acosta,camila.acosta41@gmail.com,113,Chaqueta Streetwear Verde,4,79.81,319.24
19809,2026-05-13 21:53:37,55,Ana Acosta,ana.acosta99@gmail.com,69,Pantalon Streetwear Gris,4,19.53,78.12
19810,2026-05-17 18:22:51,99,Valeria Herrera,valeria.herrera1@gmail.com,193,Tank Top Streetwear Gris,2,48.63,97.26
19811,2026-05-21 01:04:39,19,Diana Romero,diana.romero86@gmail.com,100,Hoodie Monocromatico,3,62.0,186.0
19812,2026-05-26 05:08:41,23,Camila Castro,camila.castro71@gmail.com,107,Chaqueta Varsity Negra,4,71.59,286.36
19813,2026-05-21 09:33:04,8,Paula Benitez,paula.benitez90@gmail.com,62,Pantalon Cargo Beige,1,99.94,99.94
19814,2026-05-10 08:44:27,59,Luis Paspuel,luis.paspuel81@gmail.com,87,Hoodie Vintage Gris,3,44.19,132.57
19815,2026-05-28 03:00:42,61,Ana Benitez,ana.benitez19@gmail.com,137,Short Minimalista Blanco,5,22.69,113.45
19816,2026-05-20 09:39:58,6,Andres Flores,andres.flores67@gmail.com,188,Tank Top Loose Fit Cafe,4,39.08,156.32
19817,2026-05-19 18:54:00,32,Pedro Cruz,pedro.cruz61@gmail.com,173,Sneakers Streetwear Negros,3,72.01,216.03
19818,2026-05-22 18:53:00,46,Daniel Mora,daniel.mora2@gmail.com,69,Pantalon Streetwear Gris,1,19.53,19.53
19819,2026-05-15 10:48:11,44,Fernanda Torres,fernanda.torres34@gmail.com,87,Hoodie Vintage Gris,1,44.19,44.19
19820,2026-05-26 21:36:14,60,Diana Torres,diana.torres20@gmail.com,61,Pantalon Cargo Negro,2,98.57,197.14
19821,2026-05-23 06:51:23,68,Miguel Rojas,miguel.rojas85@gmail.com,43,Jean Baggy Negro,5,73.91,369.55
19822,2026-05-11 13:38:36,88,Sofia Paspuel,sofia.paspuel45@gmail.com,88,Hoodie Streetwear Blanco,2,45.56,91.12
19823,2026-05-29 08:25:23,98,Ana Navarro,ana.navarro44@gmail.com,29,Camisa Casual Gris,1,54.73,54.73
19824,2026-05-26 21:21:18,35,Ana Lopez,ana.lopez61@gmail.com,147,Beanie Blanco,4,36.39,145.56
19825,2026-05-14 07:45:45,20,Carlos Lopez,carlos.lopez18@gmail.com,180,Zapatillas High Top,5,81.6,408.0
19826,2026-05-03 04:16:06,48,Miguel Torres,miguel.torres90@gmail.com,186,Polo Acid Wash Gris,5,35.26,176.3
19827,2026-05-30 16:38:07,90,Andres Ruiz,andres.ruiz70@gmail.com,35,Camisa Rayada Azul,5,62.95,314.75
19828,2026-05-16 17:21:18,8,Paula Benitez,paula.benitez90@gmail.com,54,Jean Relaxed Fit Negro,3,88.98,266.94
19829,2026-05-28 12:42:36,32,Pedro Cruz,pedro.cruz61@gmail.com,73,Pantalon Deportivo Blanco,5,25.01,125.05
19830,2026-05-04 14:22:42,4,Pedro Salazar,pedro.salazar91@gmail.com,185,Chompa Graphic Verde,2,33.35,66.7
19831,2026-05-23 19:48:07,9,Miguel Mora,miguel.mora18@gmail.com,11,Camiseta Retro 90s,3,30.07,90.21
19832,2026-05-15 19:58:24,41,Luis Gomez,luis.gomez94@gmail.com,154,Lentes Vintage,5,45.98,229.9
19833,2026-05-29 04:06:32,59,Luis Paspuel,luis.paspuel81@gmail.com,184,Conjunto Minimalista Rojo,2,31.44,62.88
19834,2026-05-28 07:29:48,86,Maria Flores,maria.flores52@gmail.com,63,Pantalon Cargo Verde,2,101.31,202.62
19835,2026-05-08 12:05:09,70,Diana Ruiz,diana.ruiz90@gmail.com,149,Cinturon Marron,1,39.13,39.13
19836,2026-05-03 05:54:58,18,Diego Lopez,diego.lopez92@gmail.com,97,Hoodie Urban Blue,2,57.89,115.78
19837,2026-05-29 00:18:59,12,Sofia Gomez,sofia.gomez66@gmail.com,29,Camisa Casual Gris,2,54.73,109.46
19838,2026-05-18 10:17:54,89,Ana Gomez,ana.gomez98@gmail.com,177,Tenis Deportivos Blancos,1,77.49,77.49
19839,2026-05-03 10:58:26,63,Luis Salazar,luis.salazar83@gmail.com,98,Hoodie Retro Purple,2,59.26,118.52
19840,2026-05-01 23:08:11,63,Luis Salazar,luis.salazar83@gmail.com,68,Pantalon Wide Leg Beige,1,18.16,18.16
19841,2026-05-20 22:18:17,80,Mateo Gomez,mateo.gomez40@gmail.com,6,Camiseta Vintage Azul,1,23.22,23.22
19842,2026-05-19 00:55:18,56,Luis Cruz,luis.cruz91@gmail.com,100,Hoodie Monocromatico,3,62.0,186.0
19843,2026-05-28 14:43:13,36,Andres Rojas,andres.rojas47@gmail.com,120,Chaqueta Urban Black,1,89.4,89.4
19844,2026-05-16 01:09:28,82,Sofia Romero,sofia.romero21@gmail.com,144,Gorra Azul,3,32.28,96.84
19845,2026-05-07 22:33:08,88,Sofia Paspuel,sofia.paspuel45@gmail.com,139,Short Acid Wash,5,25.43,127.15
19846,2026-05-13 05:55:43,92,Paula Torres,paula.torres53@gmail.com,111,Chaqueta Puffer Blanca,4,77.07,308.28
19847,2026-05-14 09:32:45,83,Maria Castro,maria.castro9@gmail.com,110,Chaqueta Impermeable Negra,4,75.7,302.8
19848,2026-05-18 15:18:14,81,Carlos Perez,carlos.perez8@gmail.com,31,Camisa Coreana Blanca,5,57.47,287.35
19849,2026-05-05 18:13:00,27,Luis Mora,luis.mora33@gmail.com,81,Hoodie Oversize Negro,4,35.97,143.88
19850,2026-05-27 11:39:34,41,Luis Gomez,luis.gomez94@gmail.com,68,Pantalon Wide Leg Beige,3,18.16,54.48
19851,2026-05-20 09:57:53,31,Jose Perez,jose.perez2@gmail.com,1,Camiseta Basica Negra,3,16.37,49.11
19852,2026-05-20 21:09:07,96,Mateo Mora,mateo.mora34@gmail.com,197,Sudadera Boxy Fit Celeste,2,56.27,112.54
19853,2026-05-03 15:30:14,36,Andres Rojas,andres.rojas47@gmail.com,37,Camisa Loose Fit Gris,1,65.69,65.69
19854,2026-05-02 00:36:34,41,Luis Gomez,luis.gomez94@gmail.com,76,Pantalon Techwear Negro,2,29.12,58.24
19855,2026-05-13 20:56:47,73,Miguel Navarro,miguel.navarro4@gmail.com,61,Pantalon Cargo Negro,4,98.57,394.28
19856,2026-05-20 04:55:24,48,Miguel Torres,miguel.torres90@gmail.com,53,Jean Wide Leg Gris,4,87.61,350.44
19857,2026-05-30 17:57:04,74,Ana Mora,ana.mora16@gmail.com,92,Hoodie Minimalista Negro,3,51.04,153.12
19858,2026-05-07 02:43:15,97,Diego Rojas,diego.rojas44@gmail.com,177,Tenis Deportivos Blancos,1,77.49,77.49
19859,2026-05-29 22:47:13,52,Camila Mora,camila.mora82@gmail.com,20,Camiseta Monocromatica,5,42.4,212.0
19860,2026-05-17 13:10:22,54,Diego Flores,diego.flores78@gmail.com,93,Hoodie Zip Up Gris,1,52.41,52.41
19861,2026-05-09 20:51:12,2,Carlos Suarez,carlos.suarez87@gmail.com,97,Hoodie Urban Blue,2,57.89,115.78
19862,2026-05-04 07:55:46,88,Sofia Paspuel,sofia.paspuel45@gmail.com,103,Chaqueta Bomber Negra,5,66.11,330.55
19863,2026-05-30 09:33:08,2,Carlos Suarez,carlos.suarez87@gmail.com,122,Short Deportivo Gris,4,92.14,368.56
19864,2026-05-19 05:13:33,32,Pedro Cruz,pedro.cruz61@gmail.com,135,Short Techwear Verde,1,19.95,19.95
19865,2026-05-03 18:03:35,49,Miguel Benitez,miguel.benitez4@gmail.com,128,Short Streetwear Negro,5,100.36,501.8
19866,2026-05-09 06:42:28,15,Jose Castro,jose.castro82@gmail.com,162,Zapatillas Urbanas Negras,1,56.94,56.94
19867,2026-05-11 16:39:37,12,Sofia Gomez,sofia.gomez66@gmail.com,56,Jean Streetwear Gris,3,91.72,275.16
19868,2026-05-07 22:49:41,45,Fernanda Ruiz,fernanda.ruiz48@gmail.com,50,Jean Recto Negro,3,83.5,250.5
19869,2026-05-30 22:57:13,83,Maria Castro,maria.castro9@gmail.com,98,Hoodie Retro Purple,1,59.26,59.26
19870,2026-05-30 11:30:43,47,Valeria Benitez,valeria.benitez19@gmail.com,36,Camisa Slim Fit Blanca,1,64.32,64.32
19871,2026-05-10 22:49:29,97,Diego Rojas,diego.rojas44@gmail.com,197,Sudadera Boxy Fit Celeste,4,56.27,225.08
19872,2026-05-14 16:45:45,76,Maria Gomez,maria.gomez80@gmail.com,47,Jean Cargo Verde,4,79.39,317.56
19873,2026-05-01 00:19:22,75,Miguel Vega,miguel.vega53@gmail.com,8,Camiseta Anime Tokyo,3,25.96,77.88
19874,2026-05-19 10:06:00,99,Valeria Herrera,valeria.herrera1@gmail.com,174,Sneakers Minimalistas,5,73.38,366.9
19875,2026-05-16 10:34:42,29,Mateo Romero,mateo.romero24@gmail.com,66,Pantalon Jogger Azul,3,15.42,46.26
19876,2026-05-29 03:47:04,26,Pedro Castro,pedro.castro94@gmail.com,93,Hoodie Zip Up Gris,5,52.41,262.05
19877,2026-05-17 04:44:36,46,Daniel Mora,daniel.mora2@gmail.com,6,Camiseta Vintage Azul,3,23.22,69.66
19878,2026-05-11 04:34:20,4,Pedro Salazar,pedro.salazar91@gmail.com,185,Chompa Graphic Verde,3,33.35,100.05
19879,2026-05-04 07:35:01,2,Carlos Suarez,carlos.suarez87@gmail.com,22,Camisa Formal Negra,3,45.14,135.42
19880,2026-05-03 09:25:28,63,Luis Salazar,luis.salazar83@gmail.com,72,Pantalon Formal Negro,1,23.64,23.64
19881,2026-05-28 15:29:05,100,Ana Torres,ana.torres87@gmail.com,128,Short Streetwear Negro,1,100.36,100.36
19882,2026-05-05 15:16:35,25,Diego Suarez,diego.suarez45@gmail.com,45,Jean Skinny Azul,4,76.65,306.6
19883,2026-05-30 14:35:57,11,Ana Flores,ana.flores99@gmail.com,87,Hoodie Vintage Gris,1,44.19,44.19
19884,2026-05-05 17:57:15,94,Valeria Flores,valeria.flores75@gmail.com,158,Riñonera Gris,5,51.46,257.3
19885,2026-05-31 20:21:55,23,Camila Castro,camila.castro71@gmail.com,53,Jean Wide Leg Gris,5,87.61,438.05
19886,2026-05-07 16:21:43,90,Andres Ruiz,andres.ruiz70@gmail.com,121,Short Deportivo Negro,3,90.77,272.31
19887,2026-05-03 17:10:31,78,Emily Herrera,emily.herrera26@gmail.com,107,Chaqueta Varsity Negra,4,71.59,286.36
19888,2026-05-01 08:45:06,24,Jose Gomez,jose.gomez27@gmail.com,117,Chaqueta Casual Cafe,5,85.29,426.45
19889,2026-05-22 21:30:06,42,Fernanda Navarro,fernanda.navarro34@gmail.com,151,Cadena Dorada,1,41.87,41.87
19890,2026-05-30 19:12:06,19,Diana Romero,diana.romero86@gmail.com,37,Camisa Loose Fit Gris,4,65.69,262.76
19891,2026-05-04 12:48:07,71,Mateo Navarro,mateo.navarro72@gmail.com,50,Jean Recto Negro,1,83.5,83.5
19892,2026-05-11 19:14:49,52,Camila Mora,camila.mora82@gmail.com,27,Camisa Satinada Plateada,2,51.99,103.98
19893,2026-05-19 21:41:06,15,Jose Castro,jose.castro82@gmail.com,59,Jean Urban Denim,4,95.83,383.32
19894,2026-05-18 07:54:01,91,Camila Acosta,camila.acosta41@gmail.com,190,Chompa Retro Celeste,3,42.9,128.7
19895,2026-05-31 07:37:02,5,Daniel Acosta,daniel.acosta85@gmail.com,131,Short Vintage Denim,3,104.47,313.41
19896,2026-05-14 06:56:56,1,Jose Suarez,jose.suarez11@gmail.com,12,Camiseta Minimalista Beige,4,31.44,125.76
19897,2026-05-19 19:39:55,33,Emily Ruiz,emily.ruiz87@gmail.com,90,Hoodie Anime Tokyo,4,48.3,193.2
19898,2026-05-14 16:48:52,46,Daniel Mora,daniel.mora2@gmail.com,84,Hoodie Oversize Beige,5,40.08,200.4
19899,2026-05-07 18:30:06,49,Miguel Benitez,miguel.benitez4@gmail.com,133,Short Oversize Beige,2,17.21,34.42
19900,2026-05-24 00:48:35,64,Emily Salazar,emily.salazar93@gmail.com,11,Camiseta Retro 90s,4,30.07,120.28
19901,2026-05-21 08:29:45,99,Valeria Herrera,valeria.herrera1@gmail.com,116,Chaqueta Cargo Negra,3,83.92,251.76
19902,2026-05-05 01:49:50,31,Jose Perez,jose.perez2@gmail.com,152,Pulsera Cuero Negra,1,43.24,43.24
19903,2026-05-04 14:39:46,82,Sofia Romero,sofia.romero21@gmail.com,125,Short Cargo Verde,5,96.25,481.25
19904,2026-05-30 01:52:33,96,Mateo Mora,mateo.mora34@gmail.com,23,Camisa Flannel Roja,2,46.51,93.02
19905,2026-05-29 17:25:27,40,Luis Castro,luis.castro1@gmail.com,76,Pantalon Techwear Negro,4,29.12,116.48
19906,2026-05-01 00:34:35,17,Pedro Gomez,pedro.gomez67@gmail.com,159,Medias Blancas,1,52.83,52.83
19907,2026-05-23 07:07:40,92,Paula Torres,paula.torres53@gmail.com,134,Short Skate Negro,5,18.58,92.9
19908,2026-05-30 13:28:02,5,Daniel Acosta,daniel.acosta85@gmail.com,8,Camiseta Anime Tokyo,5,25.96,129.8
19909,2026-05-28 15:23:56,28,Fernanda Acosta,fernanda.acosta52@gmail.com,110,Chaqueta Impermeable Negra,3,75.7,227.1
19910,2026-05-10 21:04:59,96,Mateo Mora,mateo.mora34@gmail.com,133,Short Oversize Beige,2,17.21,34.42
19911,2026-05-09 14:41:56,38,Lucia Castro,lucia.castro3@gmail.com,146,Beanie Gris,2,35.02,70.04
19912,2026-05-01 03:45:23,4,Pedro Salazar,pedro.salazar91@gmail.com,77,Pantalon Casual Cafe,4,30.49,121.96
19913,2026-05-18 07:19:23,100,Ana Torres,ana.torres87@gmail.com,174,Sneakers Minimalistas,2,73.38,146.76
19914,2026-05-17 01:39:42,74,Ana Mora,ana.mora16@gmail.com,190,Chompa Retro Celeste,1,42.9,42.9
19915,2026-05-04 18:53:06,55,Ana Acosta,ana.acosta99@gmail.com,106,Chaqueta Varsity Roja,1,70.22,70.22
19916,2026-05-07 12:13:11,67,Miguel Paspuel,miguel.paspuel30@gmail.com,133,Short Oversize Beige,5,17.21,86.05
19917,2026-05-11 05:25:11,78,Emily Herrera,emily.herrera26@gmail.com,44,Jean Baggy Gris,4,75.28,301.12
19918,2026-05-20 06:15:33,55,Ana Acosta,ana.acosta99@gmail.com,82,Hoodie Oversize Blanco,5,37.34,186.7
19919,2026-05-17 21:09:31,35,Ana Lopez,ana.lopez61@gmail.com,164,Zapatillas Running Rojas,2,59.68,119.36
19920,2026-05-22 14:15:09,30,Lucia Acosta,lucia.acosta28@gmail.com,122,Short Deportivo Gris,3,92.14,276.42
19921,2026-05-01 17:21:54,90,Andres Ruiz,andres.ruiz70@gmail.com,101,Chaqueta Denim Azul Claro,4,63.37,253.48
19922,2026-05-14 03:45:37,56,Luis Cruz,luis.cruz91@gmail.com,95,Hoodie Acid Wash,2,55.15,110.3
19923,2026-05-19 03:54:59,3,Daniel Suarez,daniel.suarez49@gmail.com,96,Hoodie Techwear Gris,3,56.52,169.56
19924,2026-05-21 21:06:47,84,Daniel Flores,daniel.flores75@gmail.com,99,Hoodie College Green,1,60.63,60.63
19925,2026-05-30 11:50:24,84,Daniel Flores,daniel.flores75@gmail.com,185,Chompa Graphic Verde,4,33.35,133.4
19926,2026-05-08 22:22:51,54,Diego Flores,diego.flores78@gmail.com,15,Camiseta Oversize Gris,1,35.55,35.55
19927,2026-05-19 08:56:59,100,Ana Torres,ana.torres87@gmail.com,96,Hoodie Techwear Gris,2,56.52,113.04
19928,2026-05-13 08:37:34,34,Camila Paspuel,camila.paspuel92@gmail.com,139,Short Acid Wash,3,25.43,76.29
19929,2026-05-15 03:58:57,94,Valeria Flores,valeria.flores75@gmail.com,162,Zapatillas Urbanas Negras,2,56.94,113.88
19930,2026-05-07 14:10:22,41,Luis Gomez,luis.gomez94@gmail.com,160,Medias Negras,4,54.2,216.8
19931,2026-05-06 11:51:59,3,Daniel Suarez,daniel.suarez49@gmail.com,120,Chaqueta Urban Black,3,89.4,268.2
19932,2026-05-29 11:42:02,60,Diana Torres,diana.torres20@gmail.com,169,Zapatos Casuales Beige,5,66.53,332.65
19933,2026-05-16 22:36:05,1,Jose Suarez,jose.suarez11@gmail.com,78,Pantalon Recto Beige,1,31.86,31.86
19934,2026-05-03 00:36:54,8,Paula Benitez,paula.benitez90@gmail.com,108,Chaqueta Oversize Beige,1,72.96,72.96
19935,2026-05-25 17:00:21,92,Paula Torres,paula.torres53@gmail.com,102,Chaqueta Denim Negra,3,64.74,194.22
19936,2026-05-21 21:18:07,100,Ana Torres,ana.torres87@gmail.com,109,Chaqueta Oversize Gris,4,74.33,297.32
19937,2026-05-11 20:49:54,62,Diego Perez,diego.perez69@gmail.com,130,Short Casual Blanco,5,103.1,515.5
19938,2026-05-10 22:19:29,85,Fernanda Herrera,fernanda.herrera13@gmail.com,34,Camisa Streetwear Negra,2,61.58,123.16
19939,2026-05-18 19:09:37,37,Camila Rojas,camila.rojas50@gmail.com,100,Hoodie Monocromatico,3,62.0,186.0
19940,2026-05-15 01:49:16,36,Andres Rojas,andres.rojas47@gmail.com,102,Chaqueta Denim Negra,5,64.74,323.7
19941,2026-05-14 21:04:19,5,Daniel Acosta,daniel.acosta85@gmail.com,100,Hoodie Monocromatico,3,62.0,186.0
19942,2026-05-06 04:59:34,3,Daniel Suarez,daniel.suarez49@gmail.com,191,Polo Oversize Rojo,5,44.81,224.05
19943,2026-05-08 03:25:53,91,Camila Acosta,camila.acosta41@gmail.com,72,Pantalon Formal Negro,4,23.64,94.56
19944,2026-05-08 23:05:35,70,Diana Ruiz,diana.ruiz90@gmail.com,30,Camisa Manga Corta Azul,5,56.1,280.5
19945,2026-05-18 22:20:01,25,Diego Suarez,diego.suarez45@gmail.com,9,Camiseta Graphic Dragon,2,27.33,54.66
19946,2026-05-05 01:44:44,22,Emily Perez,emily.perez82@gmail.com,23,Camisa Flannel Roja,1,46.51,46.51
19947,2026-05-09 02:16:46,22,Emily Perez,emily.perez82@gmail.com,196,Polo Acid Wash Morado,2,54.36,108.72
19948,2026-05-16 15:06:33,43,Jose Rojas,jose.rojas67@gmail.com,116,Chaqueta Cargo Negra,3,83.92,251.76
19949,2026-05-24 23:32:36,73,Miguel Navarro,miguel.navarro4@gmail.com,169,Zapatos Casuales Beige,1,66.53,66.53
19950,2026-05-18 20:25:39,93,Fernanda Benitez,fernanda.benitez10@gmail.com,73,Pantalon Deportivo Blanco,3,25.01,75.03
19951,2026-05-29 12:03:59,63,Luis Salazar,luis.salazar83@gmail.com,197,Sudadera Boxy Fit Celeste,2,56.27,112.54
19952,2026-05-17 19:16:52,68,Miguel Rojas,miguel.rojas85@gmail.com,74,Pantalon Slim Fit Gris,1,26.38,26.38
19953,2026-05-17 14:23:03,60,Diana Torres,diana.torres20@gmail.com,189,Conjunto Urban Morado,2,40.99,81.98
19954,2026-05-15 01:32:22,29,Mateo Romero,mateo.romero24@gmail.com,7,Camiseta Vintage Verde,1,24.59,24.59
19955,2026-05-06 07:21:53,72,Mateo Paspuel,mateo.paspuel64@gmail.com,179,Zapatillas Techwear,4,80.23,320.92
19956,2026-05-28 21:25:00,38,Lucia Castro,lucia.castro3@gmail.com,66,Pantalon Jogger Azul,4,15.42,61.68
19957,2026-05-16 16:22:03,81,Carlos Perez,carlos.perez8@gmail.com,97,Hoodie Urban Blue,3,57.89,173.67
19958,2026-05-27 05:35:16,65,Paula Vega,paula.vega31@gmail.com,183,Tank Top Streetwear Azul,3,29.53,88.59
19959,2026-05-29 09:23:21,23,Camila Castro,camila.castro71@gmail.com,137,Short Minimalista Blanco,5,22.69,113.45
19960,2026-05-13 15:01:44,96,Mateo Mora,mateo.mora34@gmail.com,200,Chompa Retro Blanco,3,62.0,186.0
19961,2026-05-28 03:26:41,74,Ana Mora,ana.mora16@gmail.com,64,Pantalon Jogger Gris,3,102.68,308.04
19962,2026-05-16 22:46:26,54,Diego Flores,diego.flores78@gmail.com,101,Chaqueta Denim Azul Claro,2,63.37,126.74
19963,2026-05-02 09:03:33,91,Camila Acosta,camila.acosta41@gmail.com,123,Short Baggy Negro,5,93.51,467.55
19964,2026-05-11 16:17:25,75,Miguel Vega,miguel.vega53@gmail.com,6,Camiseta Vintage Azul,1,23.22,23.22
19965,2026-05-20 04:17:59,98,Ana Navarro,ana.navarro44@gmail.com,103,Chaqueta Bomber Negra,2,66.11,132.22
19966,2026-05-25 00:40:41,12,Sofia Gomez,sofia.gomez66@gmail.com,32,Camisa Lino Beige,1,58.84,58.84
19967,2026-05-31 10:27:32,26,Pedro Castro,pedro.castro94@gmail.com,112,Chaqueta Puffer Negra,3,78.44,235.32
19968,2026-05-01 23:08:30,34,Camila Paspuel,camila.paspuel92@gmail.com,5,Camiseta Vintage Roja,2,21.85,43.7
19969,2026-05-24 20:06:45,1,Jose Suarez,jose.suarez11@gmail.com,129,Short Casual Azul,3,101.73,305.19
19970,2026-05-03 18:16:37,93,Fernanda Benitez,fernanda.benitez10@gmail.com,166,Converse Blancas,2,62.42,124.84
19971,2026-05-23 06:04:59,8,Paula Benitez,paula.benitez90@gmail.com,30,Camisa Manga Corta Azul,2,56.1,112.2
19972,2026-05-29 22:55:04,11,Ana Flores,ana.flores99@gmail.com,78,Pantalon Recto Beige,4,31.86,127.44
19973,2026-05-04 07:28:38,71,Mateo Navarro,mateo.navarro72@gmail.com,195,Chompa Graphic Cafe,3,52.45,157.35
19974,2026-05-10 11:33:10,42,Fernanda Navarro,fernanda.navarro34@gmail.com,6,Camiseta Vintage Azul,3,23.22,69.66
19975,2026-05-12 09:06:40,5,Daniel Acosta,daniel.acosta85@gmail.com,172,Sneakers Chunky Blancos,4,70.64,282.56
19976,2026-05-17 23:52:02,3,Daniel Suarez,daniel.suarez49@gmail.com,7,Camiseta Vintage Verde,1,24.59,24.59
19977,2026-05-28 02:56:32,60,Diana Torres,diana.torres20@gmail.com,66,Pantalon Jogger Azul,5,15.42,77.1
19978,2026-05-23 17:48:20,10,Sofia Torres,sofia.torres60@gmail.com,131,Short Vintage Denim,5,104.47,522.35
19979,2026-05-01 16:47:07,26,Pedro Castro,pedro.castro94@gmail.com,27,Camisa Satinada Plateada,3,51.99,155.97
19980,2026-05-15 10:01:06,2,Carlos Suarez,carlos.suarez87@gmail.com,98,Hoodie Retro Purple,1,59.26,59.26
19981,2026-05-22 02:18:28,6,Andres Flores,andres.flores67@gmail.com,47,Jean Cargo Verde,4,79.39,317.56
19982,2026-05-15 11:44:55,37,Camila Rojas,camila.rojas50@gmail.com,24,Camisa Flannel Azul,4,47.88,191.52
19983,2026-05-02 16:20:52,38,Lucia Castro,lucia.castro3@gmail.com,110,Chaqueta Impermeable Negra,2,75.7,151.4
19984,2026-05-30 22:28:18,36,Andres Rojas,andres.rojas47@gmail.com,90,Hoodie Anime Tokyo,2,48.3,96.6
19985,2026-05-16 12:35:21,30,Lucia Acosta,lucia.acosta28@gmail.com,132,Short Loose Fit Gris,5,15.84,79.2
19986,2026-05-24 06:41:18,16,Miguel Romero,miguel.romero59@gmail.com,13,Camiseta Acid Wash,3,32.81,98.43
19987,2026-05-12 13:53:27,35,Ana Lopez,ana.lopez61@gmail.com,39,Camisa Estampada Negra,4,68.43,273.72
19988,2026-05-23 12:35:27,32,Pedro Cruz,pedro.cruz61@gmail.com,123,Short Baggy Negro,4,93.51,374.04
19989,2026-05-05 02:17:06,73,Miguel Navarro,miguel.navarro4@gmail.com,88,Hoodie Streetwear Blanco,4,45.56,182.24
19990,2026-05-08 00:11:51,52,Camila Mora,camila.mora82@gmail.com,87,Hoodie Vintage Gris,5,44.19,220.95
19991,2026-05-22 15:55:34,8,Paula Benitez,paula.benitez90@gmail.com,61,Pantalon Cargo Negro,4,98.57,394.28
19992,2026-05-28 17:35:33,89,Ana Gomez,ana.gomez98@gmail.com,25,Camisa Oversize Beige,4,49.25,197.0
19993,2026-05-31 04:34:16,92,Paula Torres,paula.torres53@gmail.com,87,Hoodie Vintage Gris,4,44.19,176.76
19994,2026-05-31 10:51:07,23,Camila Castro,camila.castro71@gmail.com,23,Camisa Flannel Roja,2,46.51,93.02
19995,2026-05-24 21:46:42,66,Daniel Cruz,daniel.cruz12@gmail.com,177,Tenis Deportivos Blancos,3,77.49,232.47
19996,2026-05-11 12:12:04,27,Luis Mora,luis.mora33@gmail.com,24,Camisa Flannel Azul,2,47.88,95.76
19997,2026-05-16 18:28:03,66,Daniel Cruz,daniel.cruz12@gmail.com,160,Medias Negras,4,54.2,216.8
19998,2026-05-28 02:41:27,67,Miguel Paspuel,miguel.paspuel30@gmail.com,120,Chaqueta Urban Black,2,89.4,178.8
